학교,체험처,체험처_위도,체험처_경도,학교_위도,학교_경도
성주여자중학교,경북교육청 남부메이커교육센터,35.8198801,128.7186019,35.91621487,128.2820473
성주여자중학교,대구경북영어마을,35.95653,128.48785,35.91621487,128.2820473
성주여자중학교,대구경북영어마을,35.95653,128.48785,35.91621487,128.2820473
성주여자중학교,대구경북영어마을,35.95653,128.48785,35.91621487,128.2820473
성주여자중학교,성주군 청소년상담복지센터,35.922856,128.2904741,35.91621487,128.2820473
성주여자중학교,성주군 청소년상담복지센터,35.922856,128.2904741,35.91621487,128.2820473
성주여자중학교,성주군 청소년상담복지센터,35.922856,128.2904741,35.91621487,128.2820473
성주여자중학교,성주군 청소년상담복지센터,35.922856,128.2904741,35.91621487,128.2820473
성주중학교,메이커교육관,36.1113716,128.356324,35.92783552,128.2834315
성주중학교가천분교장,성주중학교가천분교장,35.8868437,128.1603287,35.88671985,128.1601936
성주중학교가천분교장,성주중학교가천분교장,35.8868437,128.1603287,35.88671985,128.1601936
성주중학교가천분교장,성주중학교가천분교장,35.8868437,128.1603287,35.88671985,128.1601936
성주중학교가천분교장,성주중학교가천분교장,35.8868437,128.1603287,35.88671985,128.1601936
소수중학교,경북 영주 (경북전문대학교),36.8614137,128.525022,36.91253449,128.5775449
소수중학교,경북 예천 (예천활체험센터),36.6547,128.4521,36.91253449,128.5775449
소천중학교,국립백두대간수목원,36.9788,128.73334,36.94233953,129.0006938
소천중학교,닭실마을,36.89007,128.71101,36.94233953,129.0006938
소천중학교,백두대간 협곡열차,36.91711,129.03944,36.94233953,129.0006938
소천중학교,울진군요트학교,36.69187,129.44664,36.94233953,129.0006938
소천중학교,한울에너지팜,37.0754149,129.3984471,36.94233953,129.0006938
순심여자중학교,칠곡 수학체험센터,36.0579935,128.3898448,35.98647718,128.3958253
순심여자중학교,호국유적지(평화기념관),36.036934,128.4118002,35.98647718,128.3958253
신광중학교,경상북도학생문화원,36.0735235,129.39151722903216,36.13077706,129.2639672
신광중학교,포항시 진로진학지원센터,36.0484407,129.3631031,36.13077706,129.2639672
신광중학교,포항시 진로진학지원센터,36.0484407,129.3631031,36.13077706,129.2639672
신광중학교,포항환경학교,36.13985,129.26106,36.13077706,129.2639672
신녕중학교,경산수학체험센터,35.8198801,128.7186019,36.04302173,128.7804921
신녕중학교,대구동부 경찰서형사과(재능기부),35.8731808,128.7275422,36.04302173,128.7804921
신녕중학교,반반협동조합,35.8697622,128.7318099,36.04302173,128.7804921
신녕중학교,삐삐가죽공예,35.825122,128.741329,36.04302173,128.7804921
신녕중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.04302173,128.7804921
신녕중학교,어깨동무 교육지원센터,35.8274531,128.71858410334056,36.04302173,128.7804921
신녕중학교,행복드림인재개발원,35.8718359,128.623812,36.04302173,128.7804921
신흥중학교,다솜인성개발 교육원 (진로 인성 캠프),36.0366253,129.3316231,35.96497037,129.4224437
쌍림중학교,미래인재교육원,35.847321699999995,128.58504502768838,35.68462812,128.2431018
쌍림중학교,평전도예,35.68346,128.22862,35.68462812,128.2431018
아포중학교,경상북도 메이커교육관,36.1113716,128.356324,36.15917383,128.2429083
아포중학교,경상북도 메이커교육관,36.1113716,128.356324,36.15917383,128.2429083
아포중학교,김천소방서,36.1216969,128.1299351,36.15917383,128.2429083
아포중학교,김천학생문화 예술센터,36.09132,128.23089,36.15917383,128.2429083
아화중학교,교보문고,35.9439693,128.56239009787706,35.90011301,129.0472989
아화중학교,대구 근대화골목 ,35.8723335,128.5958236,35.90011301,129.0472989
안강여자중학교,국립청소년해양수련원,36.4685589,129.4350989,35.99333192,129.2108268
안강여자중학교,미래인재개발원,35.8768012,128.5819249,35.99333192,129.2108268
안강여자중학교,안강전통시장,35.9910535,129.2205418,35.99333192,129.2108268
안강여자중학교,학생해양수련원,36.0918772,129.4172827,35.99333192,129.2108268
안계중학교,대구 동성로· 근대골목,35.87403,128.59715,36.38686212,128.4309268
안계중학교,목련관,36.1604688,128.2617196,36.38686212,128.4309268
안계중학교,목련관,36.1604688,128.2617196,36.38686212,128.4309268
안계중학교,문경새재,36.745462,128.0826921,36.38686212,128.4309268
안계중학교,의성작은영화관,36.3547522,128.6961357,36.38686212,128.4309268
안계중학교,"의성향교, 사천마을",36.34389,128.70155,36.38686212,128.4309268
압량중학교,국립청도숲체원,35.67868,128.98294,35.84381785,128.7614826
약목중학교,겨레문화사업단,35.9752,128.42343,36.03537499,128.3604432
약목중학교,행복드림인재개발원,35.8718359,128.623812,36.03537499,128.3604432
영광중학교,경북전문대,36.8097325,128.6217935,36.82869809,128.6201762
영광중학교,경북전문대,36.8097325,128.6217935,36.82869809,128.6201762
영광중학교,국립공원,36.8447838,128.5256316,36.82869809,128.6201762
영광중학교,산림치유원,36.8101562,128.4570897,36.82869809,128.6201762
영광중학교,자닮,36.9082578,128.5189174,36.82869809,128.6201762
영덕여자중학교,장계향문화체험 교육원,36.55488,129.1683,36.4131736,129.3745519
영동중학교,대구한의대학교,35.825122,128.741329,35.97778874,128.9465541
영동중학교,한국청소년 체험세상,35.7091262,128.6971309,35.97778874,128.9465541
영동중학교,한국청소년 체험세상,35.7091262,128.6971309,35.97778874,128.9465541
영안중학교,경주스마트미디어센터,35.8331602,129.2926403,35.91800235,129.0076986
영안중학교,산림환경연구원,35.7978652,129.2466563,35.91800235,129.0076986
영안중학교,포항공과대학교,36.0120126,129.3242764,35.91800235,129.0076986
영주여자중학교 ,경북전문대,36.8097325,128.6217935,36.83207264,128.6106174
영주여자중학교 ,영주여자중학교 ,36.83016,128.60607,36.83207264,128.6106174
영주여자중학교 ,영주여자중학교 ,36.83016,128.60607,36.83207264,128.6106174
영해중학교,강구정보고등학교,36.37562,129.37399,36.54233749,129.4132252
영해중학교,국립청소년해양센터,36.4685589,129.4350989,36.54233749,129.4132252
예천중학교,예천천문우주센터,36.68384,128.47998,36.65176852,128.4603687
예천중학교,예천천문우주센터,36.68384,128.47998,36.65176852,128.4603687
오태중학교,경북 숲연구소,36.1249459,128.3340271,36.07176063,128.3540672
오태중학교,나다음에듀,35.8662683,128.6305281,36.07176063,128.3540672
오태중학교,나다음에듀,35.8662683,128.6305281,36.07176063,128.3540672
옥계동부중학교,한국청소년 진로개발원,35.8738161,128.6403593,36.13905171,128.4261707
옥계동부중학교,한국청소년 진로개발원,35.8738161,128.6403593,36.13905171,128.4261707
옥계중학교,미래인재교육원,35.847321699999995,128.58504502768838,36.13852781,128.410856
옥계중학교,스프링캠프,35.8100628,128.5274016,36.13852781,128.410856
왜관중학교,국제문화센터,36.0791924,128.4123174,35.98533291,128.4045326
왜관중학교,다원에듀테크,35.9927198,128.3872542,35.98533291,128.4045326
왜관중학교,달보드레,36.1525216,128.3135303,35.98533291,128.4045326
왜관중학교,정인에듀,35.9927198,128.3872542,35.98533291,128.4045326
왜관중학교,정인에듀,35.9927198,128.3872542,35.98533291,128.4045326
용궁중학교,달소반공방,36.6547,128.4521,36.61022138,128.2751173
용궁중학교,문경교육청,36.6312457,128.2058608,36.61022138,128.2751173
용궁중학교,씨티락볼링장,36.5561924,128.5065299,36.61022138,128.2751173
용궁중학교,안동수학체험센터,36.557593,128.5149313,36.61022138,128.2751173
용궁중학교,예천교육청,36.6665581,128.4625649,36.61022138,128.2751173
용궁중학교,예천진호 국제양궁장,36.6547,128.4521,36.61022138,128.2751173
용궁중학교,예천천문우주센터,36.68384,128.47998,36.61022138,128.2751173
용궁중학교,임하댐 수상레저,36.5673991,128.9199738,36.61022138,128.2751173
용궁중학교,팜엔팜 커피스토리,36.6547,128.4521,36.61022138,128.2751173
용암중학교 ,고령고등학교,35.73209,128.25741,35.84136913,128.314491
용암중학교 ,국립칠곡숲체원,36.0791924,128.4123174,35.84136913,128.314491
용암중학교 ,금수문화마을,35.9250297,128.1205093,35.84136913,128.314491
용암중학교 ,금오산 탐방길,36.1208535,128.3158263,35.84136913,128.314491
용암중학교 ,대가야 체험센터,35.73209,128.25741,35.84136913,128.314491
용암중학교 ,대가야 체험센터,35.73209,128.25741,35.84136913,128.314491
용암중학교 ,영천전자고,36.04192,128.90392,35.84136913,128.314491
용암중학교 ,하하수미 농촌교육장,35.97119,128.3058,35.84136913,128.314491
울진중학교,울진 연호 문화 센터,36.9936259,129.4032918,36.99395651,129.4051086
울진중학교,울진 연호 문화 센터,36.9936259,129.4032918,36.99395651,129.4051086
월성중학교,(사)경주최부자민족정신선양회,35.8467302,129.219645,35.84182328,129.1763
월성중학교,경상북도교육청문화원,36.0720456,129.391512,35.84182328,129.1763
월성중학교,경주제과제빵,35.8719953,129.1953097,35.84182328,129.1763
월성중학교,미래인재교육원,35.847321699999995,128.58504502768838,35.84182328,129.1763
월성중학교,우와또와농장,35.93591,129.28856,35.84182328,129.1763
유강중학교,경상북도교육청 문화원,36.0720456,129.391512,36.00900446,129.3181196
유강중학교,"경주도자기공방, 포항교육지원청",36.0972877,129.37438319321308,36.00900446,129.3181196
유강중학교,포스코,36.0129726,129.369643,36.00900446,129.3181196
율곡중학교,구미경찰학교,36.1188414,128.3470946,36.12191192,128.1859834
율곡중학교,국립대구과학관,35.6890758,128.466722,36.12191192,128.1859834
율곡중학교,국립종자원,36.12628545,128.19291404888932,36.12191192,128.1859834
율곡중학교,김천소방서,36.1216969,128.1299351,36.12191192,128.1859834
율곡중학교,녹색미래과학관,36.1245979,128.18457853174817,36.12191192,128.1859834
율곡중학교,대구지방법원 김천지원,36.07783,128.09022,36.12191192,128.1859834
율곡중학교,삼대두부공방,36.124497,128.0221553,36.12191192,128.1859834
은풍중학교,신라식물원,36.68384,128.47998,36.7507961,128.4375006
은풍중학교,예천곤충생태원,36.8101562,128.4570897,36.7507961,128.4375006
은풍중학교,예천소방서,36.68384,128.47998,36.7507961,128.4375006
은풍중학교,예천우주천문관,36.68384,128.47998,36.7507961,128.4375006
의흥중학교,경상북도교육청 남부메이커교육센터,36.1113716,128.356324,36.17476864,128.7211368
의흥중학교,소풍공방,35.82152,128.42451,36.17476864,128.7211368
의흥중학교,앤디스코나커피공장,36.2688365,128.5652316,36.17476864,128.7211368
의흥중학교,풀빛공방,36.07075,128.65745,36.17476864,128.7211368
인동중학교,경상북도교육청메이커교육관,36.1113716,128.356324,36.10931541,128.4288808
인동중학교,에이블,36.0751451,128.3934432,36.10931541,128.4288808
인동중학교,한국청소년 체험세상,35.7091262,128.6971309,36.10931541,128.4288808
